"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Securing clustered edge intelligence with blockchain","C. Dehury; S. N. Srirama; P. K. Donta; S. Dustdar","Tartu Ulikool, 37546 Tartu, Tartumaa, Estonia; University of Hyderabad, 28614 Hyderabad, India, 500046; TU Wien, 27259 Wien, Wien, Austria; TU Wien, 27259 Wien, Wien, Austria","IEEE Consumer Electronics Magazine","","2022","PP","99","1","1","The devices at the edge of a network are not only responsible for sensing the surrounding environment but are also made intelligent enough to learn and react to the environment. Clustered Edge Intelligence (CEI) emphasizes intelligence-centric clustering instead of device-centric clustering. It allows the devices to share their knowledge and events with other devices and the remote fog or cloud servers. However, recent advancements facilitate the traceability of the events' history by analyzing edge devices' event logs, which are compute-intensive and easy to alter. This article focuses on a blockchain-based solution for CEI that makes the edge devices' events history immutable and easily traceable. The article further explains how the edge devices' activities and the environmental data can be secured from the source device to the cloud servers. Such a secured CEI mechanism can be applied in establishing a transparent and efficient smart city, supply chain, logistics, and transportation systems.","2162-2256","","10.1109/MCE.2022.3164529","Ministry of Human Resource Development(grant numbers:UoH-IoE (F11/9/2019-U3(A))); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9748997","Edge Intelligence;IoT;clustered edge intelligence;blockchain;security;smart environment","Blockchains;Cloud computing;Inductors;Payloads;Edge computing;Solar panels;Consumer electronics","","","","1","","","IEEE","4 Apr 2022","","","IEEE","IEEE Early Access Articles"
"Application of blockchain for secure data transmission in distributed state estimation","S. Asefi; Y. Madhwal; Y. Yanovich; E. Gryazina","Engineering systems, Skolkovo institute of science and technology, Moscow, Russia, 143026 (e-mail: sajjad.asefi@skoltech.ru); Skolkovo institute of science and technology, Russia, (e-mail: yash.madhwal@skoltech.ru); CDISE, Skolkovo institute of science and technology, Moscow, Russia, 117513 (e-mail: yanovich.yury@ya.ru); Center for Energy Science and Technologies, Skolkovo institute of science and technology, Moscow, Russia, 121205 (e-mail: gryazina@gmail.com)","IEEE Transactions on Control of Network Systems","","2021","PP","99","1","1","The application of renewable energy sources in the power grid increases the necessity of tracking the systems state, especially in smart grids, where there is a bidirectional transfer of data and power. The complexity of coupling between communication and the electrical infrastructure in a smart grid will create a higher chance for security breach. Increasing the state estimation accuracy will help the smart grid operator efficiently manage the system. The paper proposes an integration of distributed state estimation with a blockchain designed communication platform. Additionally, the asynchronous manner for data transmission, which is more likely to happen in the real world, has been considered as the second task of this research. Finally, a detailed analysis of the blockchainbased application in distributed state estimation is provided. The numerical analysis shows that the proposed method meets real-world performance requirements and brings high security and reliability to the distributed state estimation process.","2325-5870","","10.1109/TCNS.2021.3134135","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9645316","Blockchain;Distributed algorithms;Optimization;Power system control;Smart contract;State estimation","Power systems;State estimation;Smart grids;Blockchains;Network systems;Mathematical models;Power measurement","","","","1","","","IEEE","9 Dec 2021","","","IEEE","IEEE Early Access Articles"
"EBCPA: Efficient Blockchain-based Conditional Privacy-preserving Authentication for VANETs","C. Lin; X. Huang; D. He","Fujian Provincial Key Laboratory of Network Security and Cryptology/Center for Applied Mathematics of Fujian Province, College of Computer and Cyber Security, Fujian Normal University, 12425 Fuzhou, Fujian, China; Fujian Provincial Key Laboratory of Network Security and Cryptology/Center for Applied Mathematics of Fujian Province, College of Computer and Cyber Security, Fujian Normal University, Fuzhou, Fujian, China; School of Cyber Science and Engineering, Wuhan University, 12390 Wuhan, Hubei, China, 430072","IEEE Transactions on Dependable and Secure Computing","","2022","PP","99","1","1","Vehicular Ad-hoc Networks (VANETs) are with great potentials to facilitate traffic management and improve driver safety. Blockchain-based conditional privacy-preserving authentication (BCPPA) is proposed to achieve an optimal tradeoff among anonymity, traceability and key/certificate management in VANETs. Existing BCPPA protocols mitigate these security and privacy challenges by adding a significant cost on verification and traceability. As a result, current solutions fail to meet high mobility, low latency, and real-time requirements of VANETs. In this paper, we design three new system building blocks namely key derivation (KeyDer), signatures of knowledge (SoK) and smart contract, following by a more efficient BCPPA protocol (named as EBCPA). To show the advantage of EBCPA, we first demonstrate it can satisfy the necessary requirements (e.g. message authentication, conditional privacy protection, resilience to common attacks, and so forth). Moreover, we implement the EBCPA in the on-line Ethereum test network (Rinkeby), Hyperledger test network and VANETs simulation environment (via VanetMobiSim and NS-2). Finally, we evaluate its communication overhead and computational cost via comparing to existing BCPPA protocols that strive to achieve similar properties. From the implementation and comparison results, our proposal can improve efficiency by reducing the time cost of traceability at least 48.95% and verification at least 42.21%.","1941-0018","","10.1109/TDSC.2022.3164740","National Key Research and Development Program of China(grant numbers:2021YFA1000600); Science Foundation of Fujian Provincial Science and Technology Agency(grant numbers:2020J02016); National Natural Science Foundation of China(grant numbers:62032005, 62102089, U21A20466, 61972094, 61972294); Special Project on Science and Technology Program of Hubei Provience(grant numbers:2020AEA013); Fundamental Research Funds for the Central Universities(grant numbers:2042021kf1030); Natural Science Foundation of Hubei Province(grant numbers:2020CFA052); Wuhan Municipal Science and Technology Project(grant numbers:2020010601012187); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9749919","Vehicular Ad-hoc Networks (VANETs);Conditional Privacy-preserving Authentication (CPPA);Blockchain;Signatures of Knowledge;Key Derivation","Protocols;Blockchains;Authentication;Privacy;Security;Proposals;Public key","","","","1","","","IEEE","5 Apr 2022","","","IEEE","IEEE Early Access Articles"
"Boros: Secure and Efficient Off-Blockchain Transactions via Payment Channel Hub","J. Zhang; Y. Ye; W. Wu; X. Luo","School of Computer Science and Engineering, Sun Yat-Sen University, 26469 Guangzhou, Guangdong, China, (e-mail: zhangjj43@mail2.sysu.edu.cn); School of Computer Science and Engineering, Sun Yat-Sen University, 26469 Guangzhou, Guangdong, China, (e-mail: yeyj6@mail2.sysu.edu.cn); School of Data and Computer Science, Sun Yat-Sen University, 26469 Guangzhou, Guangdong, China, 510275 (e-mail: wuweig@mail.sysu.edu.cn); Department of Computing, The Hong Kong Polytechnic University, Hong Kong, Hong Kong, Hong Kong, (e-mail: csxluo@comp.polyu.edu.hk)","IEEE Transactions on Dependable and Secure Computing","","2021","PP","99","1","1","Payment channel, which allows two parties to perform micropayments without involving the blockchain, has become a promising proposal to improve the scalability of decentralized ledgers. Payment channels have been extended to payment networks to utilize existing channels as intermediary links to route coins to others. However, payments through multiple channels bear nontrivial overheads, including time cost, charges at intermediate nodes, etc. In this paper, we propose channel hub, a novel off-chain system to shorten the routing path for the payment network. Channel hub allows transferring coins directly from one payment channel to another within the same hub, so that it can be viewed as a shortcut device for the underlying payment network. Compared with payment hub in literature, which connects participant nodes, our channel hub is more efficient and lightweight, because it connects channels already constructed by the payment network. Based on channel hub, we design a new protocol named Boros to perform secure off-chain cross-channel transfers. We present the security definition of Boros and formally prove its security using the UC-framework. To demonstrate the feasibility of Boros, we develop a proof-of-concept prototype running on Ethereum. Performance evaluation shows that Boros can effectively shorten the off-chain payment path.","1941-0018","","10.1109/TDSC.2021.3135076","Natural Science Foundation of Guangdong Province(grant numbers:No. 2018B030312002); Key-Area Research and Development Program of Guangdong Province(grant numbers:No. 2020B0101090005); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9650737","Blockchain protocols;scalability;payment channels;provable secure protocols;Ethereum","Blockchains;Protocols;Servers;Routing;Scalability;Throughput;Smart contracts","","","","1","","","IEEE","14 Dec 2021","","","IEEE","IEEE Early Access Articles"
"Blockchain-Aided Edge Computing Market: Smart Contract and Consensus Mechanisms","Y. Du; Z. Wang; J. Li; L. Shi; D. N. K. Jayakody; Q. Chen; W. Chen; Z. Han","School of Electronic and Optical Engineering, Nanjing University of Science and Technology, 12436 Nanjing, Jiangsu, China, (e-mail: yudu@njust.edu.cn); School of Computer Science and Engineering, Nanjing University of Science and Technology, 12436 Nanjing, Jiangsu, China, (e-mail: zwang@njust.edu.cn); School of Electronic and Optical Engineering, Nanjing University of Science and Technology, 12436 Nanjing, Jiangsu, China, (e-mail: jun.li@njust.edu.cn); School of Electronic and Optical Engineering, Nanjing University of Science and Technology, 12436 Nanjing, Jiangsu, China, 210094 (e-mail: slong1007@gmail.com); Department of Software Engineering, Instituted of Cybernetics, Tomskii politekhnicheskii universitet, 65078 Tomsk, Tomsk, Russian Federation, (e-mail: nalin@tpu.ru); Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai, ShangHai, China, (e-mail: chen-quan@sjtu.edu.cn); Department of Electrical Engineering, Shanghai Jiao Tong University, 12474 Shanghai, Shanghai, China, (e-mail: wenchen@sjtu.edu.cn); ECE, University of Houston, Houston, Texas, United States, (e-mail: zhan2@uh.edu)","IEEE Transactions on Mobile Computing","","2022","PP","99","1","1","Building upon the concept of edge computing (EC), a distributed EC market requires decentralized and verified transaction management to trade computing resources. Towards this goal, we study a blockchain-aided EC market wherein each data service operator (DSO) rents a group of edge computing nodes (ECNs) and leases the ECNs to the user terminals (UTs) to provide computation offloading services. First, we propose a smart contract based matching mechanism to establish the renting association between the DSOs and ECNs with the aim of maximizing the social welfare. Second, we propose a social welfare improved double auction (SWIDA) mechanism to build up the leasing association between the DSOs and UTs, and show that the proposed mechanism can achieve individual rationality, balanced budget, truthfulness in expectation, and an improved social welfare than the benchmark mechanisms. Moreover, we put forth a trustworthiness-driven Proof-of-Stake (PoS) consensus mechanism to enable verified transaction and fair reward allocation. We formulate the block generation as a coalitional game, wherein each stakeholder votes according to its trustworthiness and coinage, and shares the reward among the coalition according to the Shapley values. The simulation results show that the proposed PoS consensus mechanism can reduce the wealth inequality among the network entities.","1558-0660","","10.1109/TMC.2021.3140080","National Natural Science Foundation of China(grant numbers:61872184); Competitiveness Enhancement Program of Tomsk Polytechnic University; Natural Science Foundation of Jiangsu Province(grant numbers:BK20210331); National Key Project(grant numbers:2020YFB1807700); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9669057","Edge computing;blockchain;smart contract;matching;double auction;proof-of-stake;Shapley value","Blockchains;Smart contracts;Task analysis;Edge computing;Resource management;Computer science;Computational modeling","","","","1","","","IEEE","4 Jan 2022","","","IEEE","IEEE Early Access Articles"
"A Provable Softmax Reputation-Based Protocol for Permissioned Blockchains","H. Chen; Z. Chen; Y. Cheng; X. Deng; W. Huang; J. Li; H. Ling; M. Zhang","Center on Frontiers of Computing Studies, Computer Science Dept., Peking University, 12465 Beijing, Beijing, China, 100871 (e-mail: chenhongyin@pku.edu.cn); Center on Frontiers of Computing Studies, Computer Science Dept., Peking University, 12465 Beijing, Beijing, China, 100871 (e-mail: chenzhaohua@pku.edu.cn); School of Business, Suzhou University of Science and Technology, Suzhou, Jiangsu, China, (e-mail: ykcheng@amss.ac.cn); EECS, Peking University, Beijing, Beijing, China, 100871 (e-mail: xiaotie@pku.edu.cn); Computer Science and Engineering, Shanghai Jiao Tong University, 12474 Shanghai, Shanghai, China, 200240 (e-mail: rowdark@sjtu.edu.cn); Center on Frontiers of Computing Studies, Computer Science Dept., Peking University, 12465 Beijing, Beijing, China, 100871 (e-mail: 2001111325@pku.edu.cn); School of Electronic Engineering and Computer Science, Peking University Center on Frontiers of Computing Studies, 593161 Beijing, Beijing, China, 100871 (e-mail: 1600012142@pku.edu.cn); Department of Computer Science and Engineering, Shanghai Jiao Tong University, 12474 Shanghai, Shanghai, China, 200240 (e-mail: mengqian@sjtu.edu.cn)","IEEE Transactions on Cloud Computing","","2021","PP","99","1","1","We consider a hierarchical structure of a permissioned blockchain with three types of participant: providers, collectors, and governors. Providers forward transactions to collectors; collectors upload received transactions to governors after verifying and labeling them; and governors validate a portion of the labeled transactions they receive, pack valid transactions into a block, and append the block to the ledger. This model has various fields of application including data collection from the Internet-of-Things and second-hand markets. Our main contribution is to propose a reputation-based protocol to help governors evaluate the reliability of collectors. Specifically, given a transaction, each governor runs a softmax-based function to calculate a probability for each collector that sent and labeled this transaction. The probabilities, calculated using collectors' reputations as inputs, represent the likelihood of the lead governor selecting the labeled transaction from collectors to consider for further validation. After the lead governor verifies a transaction, all collectors' reputations are updated in line with the agreement of their labeling and the validity of the transaction as found by the lead governor. We show, both theoretically and empirically, that our protocol can significantly reduce governors' verification workloads while maintaining firm liveness and high incentives.","2168-7161","","10.1109/TCC.2021.3130244","Qing Lan Project for Young Academic Leaders; The National Nature Science Foundation of China(grant numbers:61632017,11871366,61803279); Qing Lan Project for Key Teachers; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9626619","Permissioned blockchain;Transaction verification;Reputation algorithm;Hierarchical structure","Blockchains;Protocols;Logic gates;Reliability;Sensors;Peer-to-peer computing;Costs","","","","1","","","IEEE","24 Nov 2021","","","IEEE","IEEE Early Access Articles"
"Towards Trustworthy AI: Blockchain-based Architecture Design for Accountability and Fairness of Federated Learning Systems","S. K. Lo; Y. Liu; Q. Lu; C. Wang; X. Xu; H. -Y. Paik; L. Zhu","Data61, CSIRO, Sydney, Australia, and also with the School of Computer Science and Engineering, UNSW, Sydney, Australia. (e-mail: kit.lo@data61.csiro.au); Data61, CSIRO, Sydney, Australia, and also with the School of Computer Science and Engineering, UNSW, Sydney, Australia.; Data61, CSIRO, Sydney, Australia, and also with the School of Computer Science and Engineering, UNSW, Sydney, Australia.; Data61, CSIRO, Sydney, Australia.; Data61, CSIRO, Sydney, Australia, and also with the School of Computer Science and Engineering, UNSW, Sydney, Australia.; School of Computer Science and Engineering, UNSW, Sydney, Australia.; Data61, CSIRO, Sydney, Australia, and also with the School of Computer Science and Engineering, UNSW, Sydney, Australia.","IEEE Internet of Things Journal","","2022","PP","99","1","1","Federated learning is an emerging privacy-preserving AI technique where clients (i.e., organisations or devices) train models locally and formulate a global model based on the local model updates without transferring local data externally. However, federated learning systems struggle to achieve trustworthiness and embody responsible AI principles. In particular, federated learning systems face accountability and fairness challenges due to multi-stakeholder involvement and heterogeneity in client data distribution. To enhance the accountability and fairness of federated learning systems, we present a blockchain-based trustworthy federated learning architecture. We first design a smart contract-based data-model provenance registry to enable accountability. Additionally, we propose a weighted fair data sampler algorithm to enhance fairness in training data. We evaluate the proposed approach using a COVID-19 X-ray detection use case. The evaluation results show that the approach is feasible to enable accountability and improve fairness. The proposed algorithm can achieve better performance than the default federated learning setting in terms of the model’s generalisation and accuracy.","2327-4662","","10.1109/JIOT.2022.3144450","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9686048","Federated learning;machine learning;AI;fairness;accountability;responsible AI;blockchain;smart contract.","Data models;Collaborative work;Training;Blockchains;Servers;Databases;Artificial intelligence","","","","1","","","IEEE","19 Jan 2022","","","IEEE","IEEE Early Access Articles"
"Path Planning for Energy Management of Smart Maritime Electric Vehicles: A Blockchain-Based Solution","A. Barnawi; S. Aggarwal; N. Kumar; D. M. Alghazzawi; B. Alzahrani; M. Boulares","Faculty of Computing and Information Technology, King Abdulaziz University, Jeddah 21589, Saudi Arabia.; Department of Computer Science and Engineering, Thapar Institute of Engineering and Technology, Patiala 147004, India.; Faculty of Computing and Information Technology, King Abdulaziz University, Jeddah 21589, Saudi Arabia (e-mail: nehra04@gmail.com); Faculty of Computing and Information Technology, King Abdulaziz University, Jeddah 21589, Saudi Arabia.; Faculty of Computing and Information Technology, King Abdulaziz University, Jeddah 21589, Saudi Arabia.; Faculty of Computing and Information Technology, King Abdulaziz University, Jeddah 21589, Saudi Arabia.","IEEE Transactions on Intelligent Transportation Systems","","2021","PP","99","1","14","Vehicle-to-grid (V2G) technology is used in the modern eco-friendly environment for demand response management. It helps in reducing the carbon footprints in the environment. However, security and privacy of the information exchange between different entities are significant concerns keeping in view of the information exchange via an open channel, i.e., Internet among different entities such as plug-in hybrid electric vehicles (PHEVs), charging stations (CSs), and controllers in V2G environment. With an exponential rise in Electric vehicles (EVs) usage across the globe, there is a requirement of developing a seamless charging infrastructure for charging and billing. Moreover, secure information flow needs to be maintained at different levels in such an environment. Hence, this paper proposes a blockchain-based demand response management for efficient energy trading between EVs and CSs. In this proposal, miner nodes and block verifiers are selected using their power consumption and processing power. These nodes are responsible for the authentication of various transactions in the proposal. We also proposed a game theory-based solution to support energy management and peak load control off-peak and peak conditions. The proposed scheme has been evaluated using various performance evaluation metrics where its performance is found superior in comparison to the existing solutions in the literature.","1558-0016","","10.1109/TITS.2021.3131815","Institutional Fund Projects(grant numbers:IFPHI-176-611-2020); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9652091","Vehicle-to-grid;electric vehicles;scheduling;blockchain;game theory.","Vehicle-to-grid;Green products;Renewable energy sources;Blockchains;Demand response;Privacy;Electric vehicle charging","","","","","","","IEEE","15 Dec 2021","","","IEEE","IEEE Early Access Articles"
"Blockchain Enabled Decentralized Local Electricity Markets with Flexibility from Heating Sources","W. Hua; Y. Zhou; M. Qadrdan; J. Wu; N. Jenkins","School of Engineering, Cardiff University, Cardiff, UK, and now is with Department of Engineering Science, University of Oxford, Oxford, UK.; School of Engineering, Cardiff University, Cardiff, UK.; School of Engineering, Cardiff University, Cardiff, UK.; School of Engineering, Cardiff University, Cardiff, UK.; School of Engineering, Cardiff University, Cardiff, UK.","IEEE Transactions on Smart Grid","","2022","PP","99","1","1","Electric power systems are transitioning towards a decentralized paradigm with the engagement of active prosumers (both producers and consumers) through using distributed multi-energy sources. This paper proposes a novel Blockchain based peer-to-peer trading architecture which integrates negotiation-based auction and pricing mechanisms in local electricity markets, through automating, standardizing, and self-enforcing trading procedures using smart contracts. The negotiation of the volume and price of the peer-to-peer electricity trading among prosumers is modeled as a cooperative game, and the interaction between a retailer and its ensemble of prosumers is modeled as a Stackelberg game. The flexibility provision from residential heating systems is incorporated into the energy scheduling of prosumers. Case studies demonstrate that the proposed architecture in local electricity markets helps improve local energy balance. Flexibility from the residential heating systems enables prosumers to be more responsive to the variation of retail electricity prices. The proposed model reduces 41.24% of average daily electricity costs for individual prosumers or consumers compared to the case without the peer-to-peer electricity trading.","1949-3061","","10.1109/TSG.2022.3158732","Engineering and Physical Sciences Research Council(grant numbers:EP/S001492/1,EP/T022795/1); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9733032","Blockchain;electrification of heat;local electricity market;prosumer;renewable energy;smart contract.","Peer-to-peer computing;Smart contracts;Resistance heating;Games;Power markets;Heat pumps;Blockchains","","","","","","","IEEE","11 Mar 2022","","","IEEE","IEEE Early Access Articles"
"Mobile Devices Strategies in Blockchain-based Federated Learning: A Dynamic Game Perspective","S. Fan; H. Zhang; Z. Wang; W. Cai","School of Science and Engineering, The Chinese University of Hong Kong - Shenzhen, 407605 Shenzhen, Guangdong, China; School of Science and Engineering, The Chinese University of Hong Kong - Shenzhen, 407605 Shenzhen, Guangdong, China; Electrical and Computer Engineering, University of British Columbia, Vancouver, British Columbia, Canada; School of Science and Engineering, The Chinese University of Hong Kong - Shenzhen, 407605 Shenzhen, Guangdong, China","IEEE Transactions on Network Science and Engineering","","2022","PP","99","1","1","Leveraging various mobile devices to train the shared model collaboratively, federated learning (FL) can improve the privacy and security of 6G communication. To economically encourage the participation of heterogeneous mobile devices, an incentive mechanism and a fair trading platform are needed. In this paper, we implement a blockchain-based FL system and propose an incentive mechanism to establish a decentralized and transparent trading platform. Moreover, to better understand the mobile devices' behaviors, we provide economic analysis for this market. Specifically, we propose two strategy models of mobile devices, namely the discrete strategy model (DSM) and the continuous strategy model (CSM). Also, we formulate the interactions among the non-cooperative mobile devices as a dynamic game, where they adjust their strategies iteratively to maximize the individual payoff based on others' previous strategies. We further prove the existence of Nash equilibrium (NE) of two different models and propose algorithms to achieve them. Simulation results demonstrate the convergence of the proposed algorithms and show that the CSM can effectively increase the mobile devices' payoffs to 128.1 percent at most compared with DSM.","2327-4697","","10.1109/TNSE.2022.3163791","Shenzhen Institute of Artificial Intelligence and Robotics for Society AIRS; National Natural Science Foundation of China(grant numbers:61902333); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9748977","Federated learning;Nash equilibrium;dynamic game;blockchain","Mobile handsets;Blockchains;Training;Task analysis;Smart contracts;Privacy;Games","","","","","","","IEEE","4 Apr 2022","","","IEEE","IEEE Early Access Articles"
"A Blockchain-empowered Federated Learning in Healthcare-based Cyber Physical Systems","Y. Liu; W. Yu; Z. Ai; G. Xu; L. Zhao; Z. Tian","Cyberspace Institute of Advanced Technology, Guangzhou University, 47875 Guangzhou, Guangdong, China; Software College, Northeastern University, Shenyang, Liaoning, China; Software College, Northeastern University, Shenyang, Liaoning, China; School of Software Engineering, Chongqing University of Posts and Telecommunications, Chongqing, Chongqing, China; Computer Science, Shenyang Aerospace University, Shenyang, Shenyang, China; Cyberspace institute of advanced technology, Guangzhou University, 47875 Guangzhou, GUANGDONG, China, 100001","IEEE Transactions on Network Science and Engineering","","2022","PP","99","1","1","With the rapid development of healthcare-based cyber physical systems (CPSs), more and more healthcare data are collected from clinical institutions or hospitals. Due to the private and fragmented nature, healthcare data is quite suitable to be processed by federated learning (FL) paradigm, where a shared global model is aggregated by a central server while keeping the sensitive healthcare data in local hospitals. However, there are two practical issues: (1) the centralized FL server may not honestly aggregate the final model, and (2) the FL participants lack incentive to contribute their efforts. In this study, we propose a blockchain-empowered FL framework for healthcare-based CPSs. A distributed ledger is maintained by a task agreement committee which is composed by the representators of the hospitals who execute FL tasks. A secure FL task model training-based consensus process is proposed to generate consistent blocks. Furthermore, an contribution point-based incentive mechanism is designed to fairly reward FL participators for contributing their local data. We evaluate the proposed system base on real healthcare data and the numerical results demonstrate its effectiveness in achieving FL model aggregation truthfulness and efficiency in providing incentives for FL participants.","2327-4697","","10.1109/TNSE.2022.3168025","National Natural Science Foundation for Young Scientists of China under Grant(grant numbers:62032013,U20B2046); National Natural Science Foundation of China(grant numbers:62172085); Key-Area Research and Development Program of Guangdong Province China(grant numbers:2020B0101090005); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9760019","Blockchain;Federated Learning;Healthcare;Incentive Mechanism","Hospitals;Blockchains;Task analysis;Data models;Collaborative work;Training;Servers","","","","","","","IEEE","19 Apr 2022","","","IEEE","IEEE Early Access Articles"
"NFC-Powered Implantable Device for On-Body Parameters Monitoring With Secure Data Exchange Link to a Medical Blockchain Type of Network","B. M. G. Rosa; S. Anastasova; G. Z. Yang","Hamlyn Centre, Imperial College London (South Kensington Campus), London SW7 2AZ, U.K. (e-mail: b.gil-rosa@imperial.ac.uk).; Hamlyn Centre, Imperial College London (South Kensington Campus), London SW7 2AZ, U.K..; Institute of Medical Robotics, Shanghai Jiao Tong University, Shanghai 200240, China.","IEEE Transactions on Cybernetics","","2021","PP","99","1","13","Implantable devices represent the future of remote medical monitoring and administration of both chemical and physical therapies to the patients. Although some of these devices are already in the market, the security mechanisms deployed inside them to withstand deliberate external influence are still decades away from the robust digital data security schemes employed in modern distributed networks these days. Medical data theft, spoofing, and disclosure pose serious threats that can ultimately lead to individual and social stigmas or even death. In this article, we present a small-form and batteryless implantable device with acquisition channels for biopotential (30-dB gain and 16-Hz bandwidth), arterial pulse oximetry, and temperature (0.12°C accuracy) recordings, suitable for cardiovascular, neuronal, and endocrine parameters assessment. The proposed device is powered by the near-field communication (NFC) interface with an external mobile phone, with a power consumption of 0.9 mW and achieving the full operation for distances close to 1 cm under the skin. In situ encryption of the acquired physiological signals is performed by a lightweight and short-term symmetric-key distribution scheme with data stream hopping, in order to ensure secure data transference over the air between the patient and trusted entities only, complemented by data storage, processing, and recovery through a medical blockchain type of network that involves the main stakeholders inside a medical community.","2168-2275","","10.1109/TCYB.2021.3088711","Engineering and Physical Sciences Research Council(grant numbers:EP/L014149/1,EP/R026092/1); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9471010","Blockchain;data security;implantable medical device (IMD);lightweight encryption;physiological signals;power harvesting.","Security;Radio frequency;Implants;Blockchain;Biomedical monitoring;Mobile handsets;Encryption","","","","","","","IEEE","1 Jul 2021","","","IEEE","IEEE Early Access Articles"
"Edge-cloud Blockchain and IoE enabled Quality Management Platform for Perishable Supply Chain Logistics","C. Yang; S. Lan; Z. Zhao; M. Zhang; W. Wu; G. Q. Huang","School of Cyberspace Science and Technology, Beijing Institute of Technology, Beijing, China.; School of Economics and Management, the University of Chinese Academy of Sciences, Beijing, China.; School of Internet of Things, Nanjing University of Posts and Telecommunications, Nanjing, China. (e-mail: billyzhao@njupt.edu.cn); School of Internet of Things, Nanjing University of Posts and Telecommunications, Nanjing, China.; Department of Industrial and Manufacturing Systems Engineering, The University of Hong Kong, Hong Kong, China.; Department of Industrial and Manufacturing Systems Engineering, The University of Hong Kong, Hong Kong, China.","IEEE Internet of Things Journal","","2022","PP","99","1","1","In perishable supply chain logistics, even a small departure from the required storage conditions at any distribution link can compromise the quality of transported products, such as food, pharmaceuticals, and other bioproducts, resulting in big losses for the businesses involved or even threats to public health. To enhance quality management and consumer confidence, an edge-cloud blockchain and Internet of Everything(IoE) enabled quality management platform is proposed to achieve low delay and rapid response for sensor data acquisition, authentication, consistency, and transparency in cold supply chain logistics. Then we design an adaptive data smoothing and compression mechanism (ADSC) to reduce IoE data size, analyze and store those data in the edge gateways with limited computation and storage capacity for correctly characterizing logistics operations and transactions. Moreover, to ensure the data integrity during last-mile delivery, the mobile edge gateway is adopted when the goods is temporarily off the communication range of the fixed edge gateway in the truck. Then we propose a synchronization engine with a formal workflow applied at mobile and fixed edge gateways where data blocks are generated, validated and synchronized with the cloud. Finally, a real-life case study on vaccine logistics is introduced to verify our proposed approach with results presented.","2327-4662","","10.1109/JIOT.2022.3142095","Scientic Research Foundation of the Higher Education Institutions of Jiangsu Province(grant numbers:19KJB580016); National Natural Science Foundation of China(grant numbers:62103046); Beijing Institute of Technology Research Fund Program for Young Scholars; National Key Research and Development Program of China(grant numbers:2021YFB1715700); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9677028","Perishable supply chain logistics;edge-cloud blockchain;Internet of Everything(IoE);quality management.","Blockchains;Supply chains;Quality management;Internet of Things;Logic gates;Temperature sensors;Monitoring","","","","","","","IEEE","11 Jan 2022","","","IEEE","IEEE Early Access Articles"
